Participant ID,t2.q18.a1,t2.q18.a1.ch,t2.q18.a1.la,t2.q18.a1.monty,t2.q18.a2,t2.q18.a2.ch,t2.q18.a2.la,t2.q18.a2.monty,t2q18a3,t2.q18.a3.ch,t2.q18.a3.la,t2.q18.a3.monty,t2q18a4,t2.q18.a4.ch,t2.q18.a4.la,t2.q18.a4.monty,t2q18a5,t2.q18.a5.ch,t2.q18.a5.la,t2.q18.a5.monty,t2q1anu,t3q18a1,t3.q18.a1.ch,t3.q18.a1.la,t3.q18.a1.monty,t3q18a2,t3.q18.a2.ch,t3.q18.a2.la,t3.q18.a2.monty,t3q18a3,t3.q18.a3.ch,t3.q18.a3.la,t3.q18.a3.monty,t3q18a4,t3.q18.a4.ch,t3.q18.a4.la,t3.q18.a4.monty,t3q18a5,t3.q18.a5.ch,t3.q18.a5.la,t3.q18.a5.monty,t3q18anu,t2q18b1,t2.q18.b1.ch,t2.q18.b1.la,t2.q18.b1.monty,t2q18b2,t2.q18.b2.ch,t2.q18.b2.la,t2.q18.b2.monty,t2q18b3,t2.q18.b3.ch,t2.q18.b3.la,t2.q18.b3.monty,t2q18b4,t2.q18.b4.ch,t2.q18.b4.la,t2.q18.b4.monty,t2q18b5,t2.q18.b5.ch,t2.q18.b5.la,t2.q18.b5.monty,t2q18bnu,t3q18b1,t3.q18.b1.ch,t3.q18.b1.la,t3.q18.b1.monty,t3q18b2,t3.q18.b2.ch,t3.q18.b2.la,t3.q18.b2.monty,t3q18b3,t3.q18.b3.ch,t3.q18.b3.la,t3.q18.b3.monty,t3q18b4,t3.q18.b4.ch,t3.q18.b4.la,t3.q18.b4.monty,t3q18b5,t3.q18.b5.ch,t3.q18.b5.la,t3.q18.b5.monty,t3q18bnu,t2q19a1,t2.q19.a1.ch,t2.q19.a1.la,t2.q19.a1.monty,t2q19a2,t2.q19.a2.ch,t2.q19.a2.la,t2.q19.a2.monty,t2q19a3,t2.q19.a3.ch,t2.q19.a3.la,t2.q19.a3.monty,t2q19a4,t2.q19.a4.ch,t2.q19.a4.la,t2.q19.a4.monty,t2q19a5,t2.q19.a5.ch,t2.q19.a5.la,t2.q19.a5.monty,t219anu,t3q19a1,t3.q19.a1.ch,t3.q19.a1.la,t3.q19.a1.monty,t3q19a2,t3.q19.a2.ch,t3.q19.a2.la,t3.q19.a2.monty,t3q19a3,t3.q19.a3.ch,t3.q19.a3.la,t3.q19.a3.monty,t3q19a4,t3.q19.a4.ch,t3.q19.a4.la,t3.q19.a4.monty,t3q19a5,t3.q19.a5.ch,t3.q19.a5.la,t3.q19.a5.monty,t319anu,t2q19b1,t2.q19.b1.ch,t2.q19.b1.la,t2.q19.b1.monty,t2q19b2,t2.q19.b2.ch,t2.q19.b2.la,t2.q19.b2.monty,t2q19b3,t2.q19.b3.ch,t2.q19.b3.la,t2.q19.b3.monty,t2q19b4,t2.q19.b4.ch,t2.q19.b4.la,t2.q19.b4.monty,t2q19b5,t2.q19.b5.ch,t2.q19.b5.la,t2.q19.b5.monty,t2q19bnu,t3q19b1,t3.q19.b1.ch,t3.q19.b1.la,t3.q19.b1.monty,t3q19b2,t3.q19.b2.ch,t3.q19.b2.la,t3.q19.b2.monty,t3q19b3,t3.q19.b3.ch,t3.q19.b3.la,t3.q19.b3.monty,t3q19b4,t3.q19.b4.ch,t3.q19.b4.la,t3.q19.b4.monty,t3q19b5,t3.q19.b5.ch,t3.q19.b5.la,t3.q19.b5.monty,t319bnu,t2q20a1,t2.q20.a1.ch,t2.q20.a1.la,t2.q20.a1.monty,t2q20a2,t2.q20.a2.ch,t2.q20.a2.la,t2.q20.a2.monty,t2q20a3,t2.q20.a3.ch,t2.q20.a3.la,t2.q20.a3.monty,t2q20a4,t2.q20.a4.ch,t2.q20.a4.la,t2.q20.a4.monty,t2q20a5,t2.q20.a5.ch,t2.q20.a5.la,t2.q20.a5.monty,t2q20anu,t3q20a1,t3.q20.a1.ch,t3.q20.a1.la,t3.q20.a1.monty,t3q20a2,t3.q20.a2.ch,t3.q20.a2.la,t3.q20.a2.monty,t3q20a3,t3.q20.a3.ch,t3.q20.a3.la,t3.q20.a3.monty,t3q20a4,t3.q20.a4.ch,t3.q20.a4.la,t3.q20.a4.monty,t3q20a5,t3.q20.a5.ch,t3.q20.a5.la,t3.q20.a5.monty,t3q20anu,t2q20b1,t2.q20.b1.ch,t2.q20.b1.la,t2.q20.b1.monty,t2q20b2,t2.q20.b2.ch,t2.q20.b2.la,t2.q20.b2.monty,t2q20b3,t2.q20.b3.ch,t2.q20.b3.la,t2.q20.b3.monty,t2q20b4,t2.q20.b4.ch,t2.q20.b4.la,t2.q20.b4.monty,t2q20b5,t2.q20.b5.ch,t2.q20.b5.la,t2.q20.b5.monty,t2q20bnu,t3q20b1,t3.q20.b1.ch,t3.q20.b1.la,t3.q20.b1.monty,t3q20b2,t3.q20.b2.ch,t3.q20.b2.la,t3.q20.b2.monty,t3q20b3,t3.q20.b3.ch,t3.q20.b3.la,t3.q20.b3.monty,t3q20b4,t3.q20.b4.ch,t3.q20.b4.la,t3.q20.b4.monty,t3q20b5,t3.q20.b5.ch,t3.q20.b5.la,t3.q20.b5.monty,t3q20bnu,t2q21a1,t2.q21.a1.ch,t2.q21.a1.la,t2.q21.a1.monty,t2q21a2,t2.q21.a2.ch,t2.q21.a2.la,t2.q21.a2.monty,t2q21a3,t2.q21.a3.ch,t2.q21.a3.la,t2.q21.a3.monty,t2q21a4,t2.q21.a4.ch,t2.q21.a4.la,t2.q21.a4.monty,t2q21a5,t2.q21.a5.ch,t2.q21.a5.la,t2.q21.a5.monty,t2q21anu,t3q21a1,t3.q21.a1.ch,t3.q21.a1.la,t3.q21.a1.monty,t3q21a2,t3.q21.a2.ch,t3.q21.a2.la,t3.q21.a2.monty,t3q21a3,t3.q21.a3.ch,t3.q21.a3.la,t3.q21.a3.monty,t3q21a4,t3.q21.a4.ch,t3.q21.a4.la,t3.q21.a4.monty,t3q21a5,t3.q21.a5.ch,t3.q21.a5.la,t3.q21.a5.monty,t3q21anu,t2q21b1,t2.q21.b1.ch,t2.q21.b1.la,t2.q21.b1.monty,t2q21b2,t2.q21.b2.ch,t2.q21.b2.la,t2.q21.b2.monty,t2q21b3,t2.q21.b3.ch,t2.q21.b3.la,t2.q21.b3.monty,t2q21b4,t2.q21.b4.ch,t2.q21.b4.la,t2.q21.b4.monty,t2q21b5,t2.q21.b5.ch,t2.q21.b5.la,t2.q21.b5.monty,t2q21bnu,t3q21b1,t3.q21.b1.ch,t3.q21.b1.la,t3.q21.b1.monty,t3q21b2,t3.q21.b2.ch,t3.q21.b2.la,t3.q21.b2.monty,t3q21b3,t3.q21.b3.ch,t3.q21.b3.la,t3.q21.b3.monty,t3q21b4,t3.q21.b4.ch,t3.q21.b4.la,t3.q21.b4.monty,t3q21b5,t3.q21.b5.ch,t3.q21.b5.la,t3.q21.b5.monty,t3q21bnu
770,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,HAVE TWO RELIGIONS EDUCATED TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SEGREGATION,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,WARINESS,"4,5",3,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BRING TWO COMMUNITIES TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO BRING COMMUNITIES TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DON'T WANT MIXING,"3,8",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DO AWAY WITH 11+,3,4,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IN FAVOUR OF GRAMMAR SCHOOLS,"90,2",5,5,IN FAVOUR OF SPLITTING THE LEVELS OF EDUCATION,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,
557,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY SHOULD ONLY GO TO SCHOOL WITH THEIR OWN,6,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MIX THE RELIGION,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
608,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,EQUAL OPPORTUNITIES,3,3,,INTEGRATION,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MORE ACADEMIC SCHOOLS,2,2,,DONT WANT INTEGRATION,3,4,"3,4",NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DONT WANT INTEGRATION,"3,6",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,FOR INTEGRATION,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,LEARN FROM EACH OTHER,"4,2",4,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
282,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,EVERYBODY IS GIVEN THE SAME OPPORTUNITYY FOR TOPICS NO MATTER WHAT SCHOOL THEY GO TO,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PROBABLY WANT THEIR CHILDREN NOT TO MIX WITH THE OTHER RELIGION,"3,6",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,WOULD WANT THE CHILDREN TO BE EXPOSED TO BOTH RELIGIONS,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,AGAIN FOR GOOD EXPOSURE TO CHILDREN OF OTHER RELIGIONS,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,WON'T WANT ANY INVOLVEMENT WIITH CHILDREN OF OTHER RELIGIONS,3,8,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT'S A MATTER OF NOT WANTING CHILDREN EXPOSED TO OLDER AGE GROUP'S SO EARLY ON,4,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
99,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BECAUSE CHILD MAY NOT BE ABLE TO ATTEND SCHOOL OF CHOICE,"2,1",1,3,PARENTS WOULD APPROVE OF THIS PROVIDING WIDE RANGE OF TOPICS FOR THE CHILD,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MAYBE POLITIC |MAYBE POLITICAL,3,4,90,RELIGION,3,"3,4","3,4",SOME SENSE OF SUPERIORITY,6,6,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,POLITICAL,3,94,90,RELIGION,"3,6",94,6,NARROW MINDNESS,3,3,,PRESSURE ON PARENTS TO SEND CHILDREN TO CERTAIN SCHOOLS FROM THE CHURCH,"6,7",4,4,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,REDUCE OR CUT OUT SECTARIANISM,4,4,,BROADER OUTLOOK IN LIFE,4,4,,BETTER PROSPECTS,90,94,4,BETTER JOB OPPORTUNITIES,90,94,90,BETTER FAIRER SYSTEM,"3,2",3,3,5,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IF THE TWO RELIGION COME TOGETHER THEY SHOULD BE TAUGHT TOGETHER,4,1,4,LENDS ITSELF TO BETTER INTERGRATION AND RESPECT FOR EACH OTHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,OVER PROTECTIVE,4,8,4,NARROW MINDNESS,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THE AGE GAP BETWEEN 7 AND 14YR OLDS IS TOO GREAT A GAP,4,3,4,EMPLOYMENT OF TEACHERS,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,
569,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CONVENIENT FOR CHILDREN TO BE TAUGHT AT SAME SCHOOLS,1,1,,FAIR SYSTEM.,3,3,,ALL HAVE SAME HOLIDAYS.,1,1,,CHEAPER.,1,1,,MORE EQUALITY IN THE HOUSE AND HOME.,90,3,90,5,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,RESULTS FROM GCSE ARE BETTER THAN IN THE UK/CHILDRE DO BETTER WHEN TAUGHT IN CLASSES WITH CHILDREN OF SIMILAR ABILITY,"2,90",2,2,CHILDREN WHO WANT TO GO THE ACADEMIC ROUTE GO TO GRAMMAR SCHOOL CHILDREN WHO DON'T GO TO VOCATIONAL SCHOOL,2,1,1,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PARENTAL CHOICE.,94,1,1,CATHOLIC SCHOOL PROVIDE CATHOLIC EDUCATION AND ETHOS.,"7,6",6,7,STATE SCHOOL ARE FOR ANYBODY.,91,90,91,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BREAKS DOWN RELIGIOUS BARRIERS.,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,HELPS CHILDREN GET ALONG WITH EACH OTHER.,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN SHOULD BE TAUGHT ACCORDING TO PARENTAL CHOICE.,90,8,90,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,HELP RURAL SCHOOLS.,1,1,,MORE CONTINUITY.,"3,2",3,3,CHEAPER ON TRANSPORT.,1,1,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PRIMARY SCHOOL ENDS AT AGE 11 AND POST-PRIMARY SCHOOL STARTS AT AGE 11 OR 12 AND THERE SHOULD BE A COMPLETE BREAK BETWEEN THE TWO.,"4,5",3,3,TEACHERS IN SECOND LEVEL SCHOOL ARE SPECIALISTS AND CAN'T TEACH AS BROAD A RANGE OF SUBLECTS AS CHILDREN ARE CURRENTLY EXPOSED TO,2,2,,PUPILS ARE BEING PREPARED FOR A CAREER FROM 11 ONWARDS AND BETTER PREPARED IN SECONDARY SCHOOL.,"2,3",3,2,NA,92,92,,NA,92,92,,
599,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
764,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PEACE IN THE COUNTRY,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
577,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,JUST TO OPPOSE THE OTHER RELIGION,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SO THAT THE COMMUNITIES COME TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
617,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,EVERYONE THE SAME CHANCE,3,3,,GOOD WIDE CURRCULUM,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BETTER EDUCATION TOWARDS THEIR OWN RELIGION,"7,6",7,7,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO LIVE TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO LIVE TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,LESS EXPENSIVE,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,INTIMADATING FOR YOUNGER CHILDREN,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
106,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,GIVE PUPIL WIDER CHOICE OF CURRICULUM,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,STANDARD OF EDUCATION WOULD BE LOWERED,2,2,,BRIGHT AND LESS BRIGHT PUPILS WOULD GET LOWER AVERAGE,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,RELIGION DEVALUED,6,6,,POLITICAL CULTURE LOST OR DIVIDED,3,6,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,INTRODUCE CHILDREN FROM DIFFERENT COMMUNITIES WHEN THEY ARE YOUNG SO THEY GET TO KNOW ABOUT EACH OTHER,4,4,,TO BUILD BRIDGES,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO MIX TOGETHER AT SOME POINT,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,RELIGIOUS NEEDS,8,8,,POLITICAL REASONS,"3,4",94,90,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,REDUCE SCHOOLS,1,1,,GET RID OF ELEVEN PLUS,3,4,4,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,WANTED TO RETAIN THE EXISTING SYSTEM,5,5,,NOT FAIR ON YOUNG KIDS TO BE THROWN IN WITH OLDER KIDS,4,3,3,NA,92,92,,NA,92,92,,NA,92,92,,
98,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SPECIAL NEEDS,"2,1",2,3,CHILDREN LEARN FROM EACH OTHER,2,2,,GREATER MIX OF TEACHERS,2,1,2,MORE EFFECTIVE FOR CHILDREN IF ENVIRONMENT IS LOCALLY,"5,2",1,1,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,SPECIAL NEEDS WOULD NOT BE CATERED TO,2,2,,CHILDREN AT TOP END OR LOWER END OF SCALE WOULD SUFFER,2,2,,STANDARD WOULD BE LOWERED TO ACCOMMODATE EVERYBODY,2,2,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MANTAIN THEIR VALUES,6,6,,RELIGION IS IMPORTANT TO THEM,7,6,7,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,HELPS TO INTERGRATE AND WORK TOGETHER,4,4,,LEARNING PROCESS IS MORE IMPORTANT THAN CHILDREN,4,2,,THAT ACCEPT ECAH OTHER RELIGION AND CULTURE,4,4,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN MIX BETTER,4,4,,BETTER USE OF RESOURCES,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MAINTAIN THEIR OWN RELIGION,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN REMAIN IN THE SAME SCHOOL LONGER,3,3,,IT IS A BIT YOUNG FOR A 11 YR OLD TO BE GOING TO POST PRIM,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THERE'S A BIG DIFFERENCE BETWEEN 7 AND 14YR OLDS,4,3,4,CHILDREN ARE KEEN TO MOVE ON,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,
